airline	days_week	flight	route_from	route_to	valid_from	valid_till	encity_from	encity_to	encountry_from	encountry_to
PS	2	PS794	TLV	HRK	05.09.2017	26.09.2017	Tel-aviv	Kharkiv	Israel	Ukraine
PS	145	PS794	TLV	HRK	28.08.2017	05.10.2017	Tel-aviv	Kharkiv	Israel	Ukraine
PS	57	PS339	CWC	BGY	25.08.2017	29.09.2017	Chernivtsi	Bergamo	Ukraine	Italy
PS	16	PS340	BGY	CWC	26.08.2017	30.09.2017	Bergamo	Chernivtsi	Italy	Ukraine
UH	1	UH271	IST	LWO	04.09.2017	04.09.2017	Istanbul	Lviv	Turkey	Ukraine
UH	5	UH271	IST	LWO	08.09.2017	08.09.2017	Istanbul	Lviv	Turkey	Ukraine
UH	5	UH271	IST	LWO	15.09.2017	15.09.2017	Istanbul	Lviv	Turkey	Ukraine
UH	36	UH271	IST	LWO	20.09.2017	23.09.2017	Istanbul	Lviv	Turkey	Ukraine
UH	1	UH271	IST	LWO	25.09.2017	25.09.2017	Istanbul	Lviv	Turkey	Ukraine
UH	5	UH271	IST	LWO	29.09.2017	29.09.2017	Istanbul	Lviv	Turkey	Ukraine
UH	1	UH271	IST	LWO	09.10.2017	09.10.2017	Istanbul	Lviv	Turkey	Ukraine
UH	5	UH271	IST	LWO	13.10.2017	13.10.2017	Istanbul	Lviv	Turkey	Ukraine
UH	1	UH271	IST	LWO	23.10.2017	23.10.2017	Istanbul	Lviv	Turkey	Ukraine
UH	5	UH271	IST	LWO	27.10.2017	27.10.2017	Istanbul	Lviv	Turkey	Ukraine
UH	5	UH271	IST	LWO	03.11.2017	23.03.2018	Istanbul	Lviv	Turkey	Ukraine
UH	1	UH270	LWO	IST	04.09.2017	04.09.2017	Lviv	Istanbul	Ukraine	Turkey
UH	5	UH270	LWO	IST	08.09.2017	08.09.2017	Lviv	Istanbul	Ukraine	Turkey
UH	5	UH270	LWO	IST	15.09.2017	15.09.2017	Lviv	Istanbul	Ukraine	Turkey
UH	36	UH270	LWO	IST	20.09.2017	23.09.2017	Lviv	Istanbul	Ukraine	Turkey
UH	1	UH270	LWO	IST	25.09.2017	25.09.2017	Lviv	Istanbul	Ukraine	Turkey
UH	5	UH270	LWO	IST	29.09.2017	29.09.2017	Lviv	Istanbul	Ukraine	Turkey
UH	1	UH270	LWO	IST	09.10.2017	09.10.2017	Lviv	Istanbul	Ukraine	Turkey
UH	5	UH270	LWO	IST	13.10.2017	13.10.2017	Lviv	Istanbul	Ukraine	Turkey
UH	1	UH270	LWO	IST	23.10.2017	23.10.2017	Lviv	Istanbul	Ukraine	Turkey
UH	5	UH270	LWO	IST	27.10.2017	27.10.2017	Lviv	Istanbul	Ukraine	Turkey
UH	5	UH270	LWO	IST	03.11.2017	23.03.2018	Lviv	Istanbul	Ukraine	Turkey
UH	27	UH251	IST	HRK	08.08.2017	12.09.2017	Istanbul	Kharkiv	Turkey	Ukraine
UH	3	UH251	IST	HRK	30.08.2017	13.09.2017	Istanbul	Kharkiv	Turkey	Ukraine
UH	27	UH251	IST	HRK	17.09.2017	01.10.2017	Istanbul	Kharkiv	Turkey	Ukraine
UH	3	UH251	IST	HRK	20.09.2017	27.09.2017	Istanbul	Kharkiv	Turkey	Ukraine
UH	146	UH251	IST	HRK	02.10.2017	28.10.2017	Istanbul	Kharkiv	Turkey	Ukraine
UH	3	UH251	IST	HRK	04.10.2017	25.10.2017	Istanbul	Kharkiv	Turkey	Ukraine
UH	257	UH251	IST	HRK	29.10.2017	23.03.2018	Istanbul	Kharkiv	Turkey	Ukraine
UH	5	UH250	HRK	IST	15.09.2017	27.10.2017	Kharkiv	Istanbul	Ukraine	Turkey
UH	2	UH250	HRK	IST	19.09.2017	19.09.2017	Kharkiv	Istanbul	Ukraine	Turkey
UH	2	UH250	HRK	IST	26.09.2017	26.09.2017	Kharkiv	Istanbul	Ukraine	Turkey
UH	27	UH250	HRK	IST	03.10.2017	24.10.2017	Kharkiv	Istanbul	Ukraine	Turkey
UH	1346	UH250	HRK	IST	30.10.2017	24.03.2018	Kharkiv	Istanbul	Ukraine	Turkey
UH	27	UH261	IST	OZH	15.08.2017	24.10.2017	Istanbul	Zaporizhia	Turkey	Ukraine
UH	5	UH261	IST	OZH	25.08.2017	27.10.2017	Istanbul	Zaporizhia	Turkey	Ukraine
UH	27	UH261	IST	OZH	29.10.2017	20.03.2018	Istanbul	Zaporizhia	Turkey	Ukraine
UH	5	UH261	IST	OZH	03.11.2017	23.03.2018	Istanbul	Zaporizhia	Turkey	Ukraine
UH	27	UH260	OZH	IST	15.08.2017	24.10.2017	Zaporizhia	Istanbul	Ukraine	Turkey
UH	5	UH260	OZH	IST	25.08.2017	27.10.2017	Zaporizhia	Istanbul	Ukraine	Turkey
UH	27	UH260	OZH	IST	29.10.2017	20.03.2018	Zaporizhia	Istanbul	Ukraine	Turkey
UH	5	UH260	OZH	IST	03.11.2017	23.03.2018	Zaporizhia	Istanbul	Ukraine	Turkey
D4	2	DAT312	IEV	ATH	28.06.2016	24.10.2017	Kiev	Athens	Ukraine	Greece
D4	5	DAT312	IEV	ATH	24.06.2016	27.10.2017	Kiev	Athens	Ukraine	Greece
D4	7	DAT312	IEV	ATH	26.06.2016	22.10.2017	Kiev	Athens	Ukraine	Greece
D4	2	DAT311	ATH	IEV	28.06.2016	24.10.2017	Athens	Kiev	Greece	Ukraine
D4	5	DAT311	ATH	IEV	24.06.2016	27.10.2017	Athens	Kiev	Greece	Ukraine
D4	7	DAT311	ATH	IEV	26.06.2016	22.10.2017	Athens	Kiev	Greece	Ukraine
D4	5	DAT315	IEV	TBS	23.12.2016	27.10.2017	Kiev	Tbilisi	Ukraine	Georgia
D4	7	DAT315	IEV	TBS	23.12.2016	27.10.2017	Kiev	Tbilisi	Ukraine	Georgia
D4	1	DAT315	IEV	TBS	23.12.2016	27.10.2017	Kiev	Tbilisi	Ukraine	Georgia
D4	5	DAT316	TBS	IEV	23.12.2016	27.10.2017	Tbilisi	Kiev	Georgia	Ukraine
D4	1	DAT316	TBS	IEV	23.12.2016	27.10.2017	Tbilisi	Kiev	Georgia	Ukraine
D4	2	DAT316	TBS	IEV	23.12.2016	27.10.2017	Tbilisi	Kiev	Georgia	Ukraine
D4	2	DAT317	IEV	BLQ	02.06.2017	27.10.2017	Kiev	Bologna	Ukraine	Italy
D4	5	DAT317	IEV	BLQ	02.06.2017	27.10.2017	Kiev	Bologna	Ukraine	Italy
D4	2	DAT318	BLQ	IEV	02.06.2017	27.10.2017	Bologna	Kiev	Italy	Ukraine
D4	5	DAT318	BLQ	IEV	02.06.2017	27.10.2017	Bologna	Kiev	Italy	Ukraine
Z6	2	Z66716	BOJ	DNK	04.07.2017	19.09.2017	Burgas	Dnipro	Bulgaria	Ukraine
Z6	6	Z66716	BOJ	DNK	24.06.2017	23.09.2017	Burgas	Dnipro	Bulgaria	Ukraine
Z6	1357	Z6561	OTP	KBP	30.07.2017	27.10.2017	Bucharest	Kiev	Romania	Ukraine
Z6	1357	Z6561	OTP	KBP	29.10.2017	23.03.2017	Bucharest	Kiev	Romania	Ukraine
Z6	2	Z66715	DNK	BOJ	04.07.2017	19.09.2017	Dnipro	Burgas	Ukraine	Bulgaria
Z6	6	Z66715	DNK	BOJ	24.06.2017	23.09.2017	Dnipro	Burgas	Ukraine	Bulgaria
Z6	12345	Z6008	DNK	KBP	04.08.2017	23.03.2017	Dnipro	Kiev	Ukraine	Ukraine
Z6	12345	Z6006	DNK	KBP	01.09.2017	23.03.2017	Dnipro	Kiev	Ukraine	Ukraine
Z6	15	Z6006	DNK	KBP	31.07.2017	28.08.2017	Dnipro	Kiev	Ukraine	Ukraine
Z6	1234567	Z6004	DNK	KBP	02.08.2017	24.03.2017	Dnipro	Kiev	Ukraine	Ukraine
Z6	1234567	Z61172	DNK	KBP	11.03.2017	27.10.2017	Dnipro	Kiev	Ukraine	Ukraine
Z6	15	Z61123	DNK	LWO	16.06.2017	27.10.2017	Dnipro	Lviv	Ukraine	Ukraine
Z6	4	Z6513	DNK	TBS	01.06.2017	26.10.2017	Dnipro	Tbilisi	Ukraine	Georgia
Z6	1247	Z66791	DNK	TLV	26.03.2017	26.10.2017	Dnipro	Tel-aviv	Ukraine	Israel
Z6	1357	Z6560	KBP	OTP	30.07.2017	23.03.2017	Kiev	Bucharest	Ukraine	Romania
Z6	5	Z61171	KBP	DNK	31.03.2017	27.10.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	36	Z61171	KBP	DNK	29.03.2017	25.10.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	1247	Z61171	KBP	DNK	26.03.2017	26.10.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	12345	Z6005	KBP	DNK	04.08.2017	23.03.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	12345	Z6003	KBP	DNK	01.09.2017	23.03.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	15	Z6003	KBP	DNK	31.07.2017	28.08.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	1234567	Z6001	KBP	DNK	04.08.2017	24.03.2017	Kiev	Dnipro	Ukraine	Ukraine
Z6	1234567	Z6555	KBP	SOF	30.07.2017	24.03.2017	Kiev	Sofia	Ukraine	Bulgaria
Z6	5	Z61124	LWO	DNK	16.06.2017	22.09.2017	Lviv	Dnipro	Ukraine	Ukraine
Z6	5	Z61124	LWO	DNK	29.09.2017	27.10.2017	Lviv	Dnipro	Ukraine	Ukraine
Z6	1	Z61124	LWO	DNK	07.08.2017	25.09.2017	Lviv	Dnipro	Ukraine	Ukraine
Z6	1	Z61124	LWO	DNK	02.10.2017	23.10.2017	Lviv	Dnipro	Ukraine	Ukraine
Z6	1234567	Z6556	SOF	KBP	02.08.2017	24.03.2017	Sofia	Kiev	Bulgaria	Ukraine
Z6	4	Z6514	TBS	DNK	01.06.2017	26.10.2017	Tbilisi	Dnipro	Georgia	Ukraine
Z6	1235	Z66792	TLV	DNK	27.03.2017	27.10.2017	Tel-aviv	Dnipro	Israel	Ukraine
M9	4	M96540	BOJ	OZH	28.08.2017	03.09.2017	Burgas	Zaporizhia	Bulgaria	Ukraine
M9	4	M96540	BOJ	OZH	04.09.2017	10.09.2017	Burgas	Zaporizhia	Bulgaria	Ukraine
M9	4	M96540	BOJ	OZH	11.09.2017	17.09.2017	Burgas	Zaporizhia	Bulgaria	Ukraine
M9	4	M96540	BOJ	OZH	18.09.2017	24.09.2017	Burgas	Zaporizhia	Bulgaria	Ukraine
M9	4	M96539	OZH	BOJ	28.08.2017	03.09.2017	Zaporizhia	Burgas	Ukraine	Bulgaria
M9	4	M96539	OZH	BOJ	04.09.2017	10.09.2017	Zaporizhia	Burgas	Ukraine	Bulgaria
M9	4	M96539	OZH	BOJ	11.09.2017	17.09.2017	Zaporizhia	Burgas	Ukraine	Bulgaria
M9	4	M96539	OZH	BOJ	18.09.2017	24.09.2017	Zaporizhia	Burgas	Ukraine	Bulgaria
M9	13567	M9318	MSQ	OZH	28.08.2017	03.09.2017	Minsk	Zaporizhia	Belarus	Ukraine
M9	13567	M9318	MSQ	OZH	11.09.2017	17.09.2017	Minsk	Zaporizhia	Belarus	Ukraine
M9	13567	M9318	MSQ	OZH	25.09.2017	01.10.2017	Minsk	Zaporizhia	Belarus	Ukraine
M9	13567	M9318	MSQ	OZH	09.10.2017	15.10.2017	Minsk	Zaporizhia	Belarus	Ukraine
M9	13567	M9318	MSQ	OZH	23.10.2017	29.10.2017	Minsk	Zaporizhia	Belarus	Ukraine
M9	7	M9318	MSQ	OZH	23.10.2017	29.10.2017	Minsk	Zaporizhia	Belarus	Ukraine
M9	135	M9317	OZH	MSQ	28.08.2017	03.09.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	67	M9317	OZH	MSQ	28.08.2017	03.09.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	135	M9317	OZH	MSQ	25.09.2017	01.10.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	67	M9317	OZH	MSQ	25.09.2017	01.10.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	135	M9317	OZH	MSQ	23.10.2017	29.10.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	67	M9317	OZH	MSQ	23.10.2017	29.10.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	7	M9317	OZH	MSQ	23.10.2017	29.10.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	67	M9317	OZH	MSQ	04.12.2017	10.12.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	135	M9317	OZH	MSQ	04.12.2017	10.12.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	67	M9317	OZH	MSQ	01.01.2017	07.01.2017	Zaporizhia	Minsk	Ukraine	Belarus
M9	135	M9317	OZH	MSQ	01.01.2017	07.01.2017	Zaporizhia	Minsk	Ukraine	Belarus
YE	2457	YE211	IEV	TBS	11.07.2017	26.10.2017	Kiev	Tbilisi	Ukraine	Georgia
YE	25	YE212	TBS	IEV	11.07.2017	26.09.2017	Tbilisi	Kiev	Georgia	Ukraine
YE	47	YE212	TBS	IEV	13.07.2017	28.09.2017	Tbilisi	Kiev	Georgia	Ukraine
YE	47	YE212	TBS	IEV	01.10.2017	26.10.2017	Tbilisi	Kiev	Georgia	Ukraine
YE	135	YE215	IEV	BUS	11.07.2017	25.09.2017	Kiev	Batumi	Ukraine	Georgia
YE	26	YE215	IEV	BUS	11.07.2017	28.10.2017	Kiev	Batumi	Ukraine	Georgia
YE	4	YE215	IEV	BUS	13.07.2017	03.08.2017	Kiev	Batumi	Ukraine	Georgia
YE	4	YE215	IEV	BUS	10.08.2017	28.09.2017	Kiev	Batumi	Ukraine	Georgia
YE	7	YE215	IEV	BUS	16.07.2017	24.09.2017	Kiev	Batumi	Ukraine	Georgia
YE	4	YE216	BUS	IEV	13.07.2017	03.08.2017	Batumi	Kiev	Georgia	Ukraine
YE	4	YE216	BUS	IEV	10.08.2017	28.09.2017	Batumi	Kiev	Georgia	Ukraine
YE	15	YE216	BUS	IEV	14.07.2017	29.09.2017	Batumi	Kiev	Georgia	Ukraine
YE	2	YE216	BUS	IEV	11.07.2017	24.10.2017	Batumi	Kiev	Georgia	Ukraine
YE	36	YE216	BUS	IEV	12.07.2017	30.09.2017	Batumi	Kiev	Georgia	Ukraine
YE	6	YE216	BUS	IEV	07.10.2017	28.10.2017	Batumi	Kiev	Georgia	Ukraine
YE	7	YE216	BUS	IEV	16.07.2017	24.09.2017	Batumi	Kiev	Georgia	Ukraine
YE	25	YE213	ODS	TBS	11.07.2017	26.09.2017	Odessa	Tbilisi	Ukraine	Georgia
YE	25	YE214	TBS	ODS	11.07.2017	26.09.2017	Tbilisi	Odessa	Georgia	Ukraine
YE	47	YE213	ODS	TBS	01.10.2017	26.10.2017	Odessa	Tbilisi	Ukraine	Georgia
YE	4	YE214	TBS	ODS	01.10.2017	26.10.2017	Tbilisi	Odessa	Georgia	Ukraine
YE	36	YE219	ODS	BUS	03.06.2017	30.09.2017	Odessa	Batumi	Ukraine	Georgia
YE	36	YE220	BUS	ODS	03.06.2017	30.09.2017	Batumi	Odessa	Georgia	Ukraine
YE	2	YE333	IEV	TLV	10.10.2017	10.10.2017	Kiev	Tel-aviv	Ukraine	Israel
YE	2	YE334	TLV	IEV	10.10.2017	10.10.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	3	YE333	IEV	TLV	12.07.2017	02.08.2017	Kiev	Tel-aviv	Ukraine	Israel
YE	3	YE334	TLV	IEV	12.07.2017	02.08.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	3	YE333	IEV	TLV	09.08.2017	25.10.2017	Kiev	Tel-aviv	Ukraine	Israel
YE	3	YE334	TLV	IEV	09.08.2017	25.10.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	47	YE333	IEV	TLV	06.08.2017	26.10.2017	Kiev	Tel-aviv	Ukraine	Israel
YE	4	YE334	TLV	IEV	10.08.2017	26.10.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	5	YE333	IEV	TLV	06.10.2017	06.10.2017	Kiev	Tel-aviv	Ukraine	Israel
YE	5	YE334	TLV	IEV	06.10.2017	06.10.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	7	YE334	TLV	IEV	06.08.2017	10.09.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	7	YE334	TLV	IEV	17.09.2017	24.09.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	7	YE334	TLV	IEV	01.10.2017	22.10.2017	Tel-aviv	Kiev	Israel	Ukraine
YE	47	YE335	ODS	TLV	06.08.2017	26.10.2017	Odessa	Tel-aviv	Ukraine	Israel
YE	4	YE336	TLV	ODS	10.08.2017	31.08.2017	Tel-aviv	Odessa	Israel	Ukraine
YE	4	YE336	TLV	ODS	07.09.2017	23.10.2017	Tel-aviv	Odessa	Israel	Ukraine
YE	7	YE336	TLV	ODS	06.08.2017	10.09.2017	Tel-aviv	Odessa	Israel	Ukraine
YE	7	YE336	TLV	ODS	17.09.2017	24.09.2017	Tel-aviv	Odessa	Israel	Ukraine
YE	7	YE336	TLV	ODS	01.10.2017	22.10.2017	Tel-aviv	Odessa	Israel	Ukraine
