airline	days_week	flight	route_from	route_to	valid_from	valid_till	encity_from	encity_to	encountry_from	encountry_to
PS	1234567	PS720	IST	ODS	2017-08-21	2017-09-17	Istanbul	Istanbul	Turkey	Ukraine
PS	123456	PS9565	IST	ODS	2017-03-30	2017-10-28	Istanbul	Istanbul	Turkey	Ukraine
PS	12457	PS9567	IST	ODS	2017-03-30	2017-10-27	Istanbul	Istanbul	Turkey	Ukraine
PS	25	PS501	KHE	KUT	2017-08-15	2017-09-29	Kherson	Kherson	Ukraine	Georgia
PS	36	PS502	KUT	KHE	2017-08-16	2017-09-30	Kutaisi	Kutaisi	Georgia	Ukraine
PS	1347	PS793	KHE	TLV	2017-08-17	2017-10-26	Kherson	Kherson	Ukraine	Israel
PS	2	PS794	TLV	KHE	2017-08-22	2017-10-24	Tel-aviv	Tel-aviv	Israel	Ukraine
PS	145	PS794	TLV	KHE	2017-08-18	2017-10-27	Tel-aviv	Tel-aviv	Israel	Ukraine
PS	57	PS339	CWC	BGY	2017-08-13	2017-09-29	Chernivtsi	Chernivtsi	Ukraine	Italy
PS	16	PS340	BGY	CWC	2017-08-14	2017-09-30	Bergamo	Bergamo	Italy	Ukraine
UH	1	UH271	IST	LWO	2017-09-04	2017-09-04	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH271	IST	LWO	2017-09-08	2017-09-08	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH271	IST	LWO	2017-09-15	2017-09-15	Istanbul	Istanbul	Turkey	Ukraine
UH	36	UH271	IST	LWO	2017-09-20	2017-09-23	Istanbul	Istanbul	Turkey	Ukraine
UH	1	UH271	IST	LWO	2017-09-25	2017-09-25	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH271	IST	LWO	2017-09-29	2017-09-29	Istanbul	Istanbul	Turkey	Ukraine
UH	1	UH271	IST	LWO	2017-10-09	2017-10-09	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH271	IST	LWO	2017-10-13	2017-10-13	Istanbul	Istanbul	Turkey	Ukraine
UH	1	UH271	IST	LWO	2017-10-23	2017-10-23	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH271	IST	LWO	2017-10-27	2017-10-27	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH271	IST	LWO	2017-11-03	2018-03-23	Istanbul	Istanbul	Turkey	Ukraine
UH	1	UH270	LWO	IST	2017-09-04	2017-09-04	Lviv	Lviv	Ukraine	Turkey
UH	5	UH270	LWO	IST	2017-09-08	2017-09-08	Lviv	Lviv	Ukraine	Turkey
UH	5	UH270	LWO	IST	2017-09-15	2017-09-15	Lviv	Lviv	Ukraine	Turkey
UH	36	UH270	LWO	IST	2017-09-20	2017-09-23	Lviv	Lviv	Ukraine	Turkey
UH	1	UH270	LWO	IST	2017-09-25	2017-09-25	Lviv	Lviv	Ukraine	Turkey
UH	5	UH270	LWO	IST	2017-09-29	2017-09-29	Lviv	Lviv	Ukraine	Turkey
UH	1	UH270	LWO	IST	2017-10-09	2017-10-09	Lviv	Lviv	Ukraine	Turkey
UH	5	UH270	LWO	IST	2017-10-13	2017-10-13	Lviv	Lviv	Ukraine	Turkey
UH	1	UH270	LWO	IST	2017-10-23	2017-10-23	Lviv	Lviv	Ukraine	Turkey
UH	5	UH270	LWO	IST	2017-10-27	2017-10-27	Lviv	Lviv	Ukraine	Turkey
UH	5	UH270	LWO	IST	2017-11-03	2018-03-23	Lviv	Lviv	Ukraine	Turkey
UH	27	UH251	IST	HRK	2017-08-08	2017-09-12	Istanbul	Istanbul	Turkey	Ukraine
UH	3	UH251	IST	HRK	2017-08-30	2017-09-13	Istanbul	Istanbul	Turkey	Ukraine
UH	27	UH251	IST	HRK	2017-09-17	2017-10-01	Istanbul	Istanbul	Turkey	Ukraine
UH	3	UH251	IST	HRK	2017-09-20	2017-09-27	Istanbul	Istanbul	Turkey	Ukraine
UH	146	UH251	IST	HRK	2017-10-02	2017-10-28	Istanbul	Istanbul	Turkey	Ukraine
UH	3	UH251	IST	HRK	2017-10-04	2017-10-25	Istanbul	Istanbul	Turkey	Ukraine
UH	257	UH251	IST	HRK	2017-10-29	2018-03-23	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH250	HRK	IST	2017-09-15	2017-10-27	Kharkiv	Kharkiv	Ukraine	Turkey
UH	2	UH250	HRK	IST	2017-09-19	2017-09-19	Kharkiv	Kharkiv	Ukraine	Turkey
UH	2	UH250	HRK	IST	2017-09-26	2017-09-26	Kharkiv	Kharkiv	Ukraine	Turkey
UH	27	UH250	HRK	IST	2017-10-03	2017-10-24	Kharkiv	Kharkiv	Ukraine	Turkey
UH	1346	UH250	HRK	IST	2017-10-30	2018-03-24	Kharkiv	Kharkiv	Ukraine	Turkey
UH	27	UH261	IST	OZH	2017-08-15	2017-10-24	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH261	IST	OZH	2017-08-25	2017-10-27	Istanbul	Istanbul	Turkey	Ukraine
UH	27	UH261	IST	OZH	2017-10-29	2018-03-20	Istanbul	Istanbul	Turkey	Ukraine
UH	5	UH261	IST	OZH	2017-11-03	2018-03-23	Istanbul	Istanbul	Turkey	Ukraine
UH	27	UH260	OZH	IST	2017-08-15	2017-10-24	Zaporizhia	Zaporizhia	Ukraine	Turkey
UH	5	UH260	OZH	IST	2017-08-25	2017-10-27	Zaporizhia	Zaporizhia	Ukraine	Turkey
UH	27	UH260	OZH	IST	2017-10-29	2018-03-20	Zaporizhia	Zaporizhia	Ukraine	Turkey
UH	5	UH260	OZH	IST	2017-11-03	2018-03-23	Zaporizhia	Zaporizhia	Ukraine	Turkey
D4	2	DAT312	IEV	ATH	2016-06-28	2017-10-24	Kiev	Kiev	Ukraine	Greece
D4	5	DAT312	IEV	ATH	2016-06-24	2017-10-27	Kiev	Kiev	Ukraine	Greece
D4	7	DAT312	IEV	ATH	2016-06-26	2017-10-22	Kiev	Kiev	Ukraine	Greece
D4	2	DAT311	ATH	IEV	2016-06-28	2017-10-24	Athens	Athens	Greece	Ukraine
D4	5	DAT311	ATH	IEV	2016-06-24	2017-10-27	Athens	Athens	Greece	Ukraine
D4	7	DAT311	ATH	IEV	2016-06-26	2017-10-22	Athens	Athens	Greece	Ukraine
D4	5	DAT315	IEV	TBS	2016-12-23	2017-10-27	Kiev	Kiev	Ukraine	Georgia
D4	7	DAT315	IEV	TBS	2016-12-23	2017-10-27	Kiev	Kiev	Ukraine	Georgia
D4	1	DAT315	IEV	TBS	2016-12-23	2017-10-27	Kiev	Kiev	Ukraine	Georgia
D4	5	DAT316	TBS	IEV	2016-12-23	2017-10-27	Tbilisi	Tbilisi	Georgia	Ukraine
D4	1	DAT316	TBS	IEV	2016-12-23	2017-10-27	Tbilisi	Tbilisi	Georgia	Ukraine
D4	2	DAT316	TBS	IEV	2016-12-23	2017-10-27	Tbilisi	Tbilisi	Georgia	Ukraine
D4	2	DAT317	IEV	BLQ	2017-06-02	2017-10-27	Kiev	Kiev	Ukraine	Italy
D4	5	DAT317	IEV	BLQ	2017-06-02	2017-10-27	Kiev	Kiev	Ukraine	Italy
D4	2	DAT318	BLQ	IEV	2017-06-02	2017-10-27	Bologna	Bologna	Italy	Ukraine
D4	5	DAT318	BLQ	IEV	2017-06-02	2017-10-27	Bologna	Bologna	Italy	Ukraine
Z6	2	Z66716	BOJ	DNK	2017-07-04	2017-09-19	Burgas	Burgas	Bulgaria	Ukraine
Z6	6	Z66716	BOJ	DNK	2017-06-24	2017-09-23	Burgas	Burgas	Bulgaria	Ukraine
Z6	1357	Z6561	OTP	KBP	2017-07-30	2017-10-27	Bucharest	Bucharest	Romania	Ukraine
Z6	1357	Z6561	OTP	KBP	2017-10-29	2017-03-23	Bucharest	Bucharest	Romania	Ukraine
Z6	2	Z66715	DNK	BOJ	2017-07-04	2017-09-19	Dnipro	Dnipro	Ukraine	Bulgaria
Z6	6	Z66715	DNK	BOJ	2017-06-24	2017-09-23	Dnipro	Dnipro	Ukraine	Bulgaria
Z6	12345	Z6008	DNK	KBP	2017-08-04	2017-03-23	Dnipro	Dnipro	Ukraine	Ukraine
Z6	12345	Z6006	DNK	KBP	2017-09-01	2017-03-23	Dnipro	Dnipro	Ukraine	Ukraine
Z6	15	Z6006	DNK	KBP	2017-07-31	2017-08-28	Dnipro	Dnipro	Ukraine	Ukraine
Z6	1234567	Z6004	DNK	KBP	2017-08-02	2017-03-24	Dnipro	Dnipro	Ukraine	Ukraine
Z6	1234567	Z61172	DNK	KBP	2017-03-11	2017-10-27	Dnipro	Dnipro	Ukraine	Ukraine
Z6	15	Z61123	DNK	LWO	2017-06-16	2017-10-27	Dnipro	Dnipro	Ukraine	Ukraine
Z6	4	Z6513	DNK	TBS	2017-06-01	2017-10-26	Dnipro	Dnipro	Ukraine	Georgia
Z6	1247	Z66791	DNK	TLV	2017-03-26	2017-10-26	Dnipro	Dnipro	Ukraine	Israel
Z6	1357	Z6560	KBP	OTP	2017-07-30	2017-03-23	Kiev	Kiev	Ukraine	Romania
Z6	5	Z61171	KBP	DNK	2017-03-31	2017-10-27	Kiev	Kiev	Ukraine	Ukraine
Z6	36	Z61171	KBP	DNK	2017-03-29	2017-10-25	Kiev	Kiev	Ukraine	Ukraine
Z6	1247	Z61171	KBP	DNK	2017-03-26	2017-10-26	Kiev	Kiev	Ukraine	Ukraine
Z6	12345	Z6005	KBP	DNK	2017-08-04	2017-03-23	Kiev	Kiev	Ukraine	Ukraine
Z6	12345	Z6003	KBP	DNK	2017-09-01	2017-03-23	Kiev	Kiev	Ukraine	Ukraine
Z6	15	Z6003	KBP	DNK	2017-07-31	2017-08-28	Kiev	Kiev	Ukraine	Ukraine
Z6	1234567	Z6001	KBP	DNK	2017-08-04	2017-03-24	Kiev	Kiev	Ukraine	Ukraine
Z6	1234567	Z6555	KBP	SOF	2017-07-30	2017-03-24	Kiev	Kiev	Ukraine	Bulgaria
Z6	5	Z61124	LWO	DNK	2017-06-16	2017-09-22	Lviv	Lviv	Ukraine	Ukraine
Z6	5	Z61124	LWO	DNK	2017-09-29	2017-10-27	Lviv	Lviv	Ukraine	Ukraine
Z6	1	Z61124	LWO	DNK	2017-08-07	2017-09-25	Lviv	Lviv	Ukraine	Ukraine
Z6	1	Z61124	LWO	DNK	2017-10-02	2017-10-23	Lviv	Lviv	Ukraine	Ukraine
Z6	1234567	Z6556	SOF	KBP	2017-08-02	2017-03-24	Sofia	Sofia	Bulgaria	Ukraine
Z6	4	Z6514	TBS	DNK	2017-06-01	2017-10-26	Tbilisi	Tbilisi	Georgia	Ukraine
Z6	1235	Z66792	TLV	DNK	2017-03-27	2017-10-27	Tel-aviv	Tel-aviv	Israel	Ukraine
	4	M96540	BOJ	OZH	2017-08-28	2017-09-03	Burgas	Burgas	Bulgaria	Ukraine
	4	M96540	BOJ	OZH	2017-09-04	2017-09-10	Burgas	Burgas	Bulgaria	Ukraine
	4	M96540	BOJ	OZH	2017-09-11	2017-09-17	Burgas	Burgas	Bulgaria	Ukraine
	4	M96540	BOJ	OZH	2017-09-18	2017-09-24	Burgas	Burgas	Bulgaria	Ukraine
	4	M96539	OZH	BOJ	2017-08-28	2017-09-03	Zaporizhia	Zaporizhia	Ukraine	Bulgaria
	4	M96539	OZH	BOJ	2017-09-04	2017-09-10	Zaporizhia	Zaporizhia	Ukraine	Bulgaria
	4	M96539	OZH	BOJ	2017-09-11	2017-09-17	Zaporizhia	Zaporizhia	Ukraine	Bulgaria
	4	M96539	OZH	BOJ	2017-09-18	2017-09-24	Zaporizhia	Zaporizhia	Ukraine	Bulgaria
	13567	M9318	MSQ	OZH	2017-08-28	2017-09-03	Minsk	Minsk	Belarus	Ukraine
	13567	B2318	MSQ	OZH	2017-08-28	2017-09-03	Minsk	Minsk	Belarus	Ukraine
	13567	M9318	MSQ	OZH	2017-09-11	2017-09-17	Minsk	Minsk	Belarus	Ukraine
	13567	B2318	MSQ	OZH	2017-09-11	2017-09-17	Minsk	Minsk	Belarus	Ukraine
	13567	M9318	MSQ	OZH	2017-09-25	2017-10-01	Minsk	Minsk	Belarus	Ukraine
	13567	B2318	MSQ	OZH	2017-09-25	2017-10-01	Minsk	Minsk	Belarus	Ukraine
	13567	M9318	MSQ	OZH	2017-10-09	2017-10-15	Minsk	Minsk	Belarus	Ukraine
	13567	B2318	MSQ	OZH	2017-10-09	2017-10-15	Minsk	Minsk	Belarus	Ukraine
	13567	M9318	MSQ	OZH	2017-10-23	2017-10-29	Minsk	Minsk	Belarus	Ukraine
	7	M9318	MSQ	OZH	2017-10-23	2017-10-29	Minsk	Minsk	Belarus	Ukraine
	13567	B2318	MSQ	OZH	2017-10-23	2017-10-29	Minsk	Minsk	Belarus	Ukraine
	7	B2318	MSQ	OZH	2017-10-23	2017-10-29	Minsk	Minsk	Belarus	Ukraine
	135	M9317	OZH	MSQ	2017-08-28	2017-09-03	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	M9317	OZH	MSQ	2017-08-28	2017-09-03	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	B2317	OZH	MSQ	2017-08-28	2017-09-03	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	B2317	OZH	MSQ	2017-08-28	2017-09-03	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	M9317	OZH	MSQ	2017-09-25	2017-10-01	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	M9317	OZH	MSQ	2017-09-25	2017-10-01	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	B2317	OZH	MSQ	2017-09-25	2017-10-01	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	B2317	OZH	MSQ	2017-09-25	2017-10-01	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	M9317	OZH	MSQ	2017-10-23	2017-10-29	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	M9317	OZH	MSQ	2017-10-23	2017-10-29	Zaporizhia	Zaporizhia	Ukraine	Belarus
	7	M9317	OZH	MSQ	2017-10-23	2017-10-29	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	B2317	OZH	MSQ	2017-10-23	2017-10-29	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	B2317	OZH	MSQ	2017-10-23	2017-10-29	Zaporizhia	Zaporizhia	Ukraine	Belarus
	7	B2317	OZH	MSQ	2017-10-23	2017-10-29	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	M9317	OZH	MSQ	2017-12-04	2017-12-10	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	M9317	OZH	MSQ	2017-12-04	2017-12-10	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	B2317	OZH	MSQ	2017-12-04	2017-12-10	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	B2317	OZH	MSQ	2017-12-04	2017-12-10	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	M9317	OZH	MSQ	2017-01-01	2017-01-07	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	M9317	OZH	MSQ	2017-01-01	2017-01-07	Zaporizhia	Zaporizhia	Ukraine	Belarus
	67	B2317	OZH	MSQ	2017-01-01	2017-01-07	Zaporizhia	Zaporizhia	Ukraine	Belarus
	135	B2317	OZH	MSQ	2017-01-01	2017-01-07	Zaporizhia	Zaporizhia	Ukraine	Belarus
YE	2457	YE211	IEV	TBS	2017-07-11	2017-10-26	Kiev	Kiev	Ukraine	Georgia
YE	25	YE212	TBS	IEV	2017-07-11	2017-09-26	Tbilisi	Tbilisi	Georgia	Ukraine
YE	47	YE212	TBS	IEV	2017-07-13	2017-09-28	Tbilisi	Tbilisi	Georgia	Ukraine
YE	47	YE212	TBS	IEV	2017-10-01	2017-10-26	Tbilisi	Tbilisi	Georgia	Ukraine
YE	135	YE215	IEV	BUS	2017-07-11	2017-09-25	Kiev	Kiev	Ukraine	Georgia
YE	26	YE215	IEV	BUS	2017-07-11	2017-10-28	Kiev	Kiev	Ukraine	Georgia
YE	4	YE215	IEV	BUS	2017-07-13	2017-08-03	Kiev	Kiev	Ukraine	Georgia
YE	4	YE215	IEV	BUS	2017-08-10	2017-09-28	Kiev	Kiev	Ukraine	Georgia
YE	7	YE215	IEV	BUS	2017-07-16	2017-09-24	Kiev	Kiev	Ukraine	Georgia
YE	4	YE216	BUS	IEV	2017-07-13	2017-08-03	Batumi	Batumi	Georgia	Ukraine
YE	4	YE216	BUS	IEV	2017-08-10	2017-09-28	Batumi	Batumi	Georgia	Ukraine
YE	15	YE216	BUS	IEV	2017-07-14	2017-09-29	Batumi	Batumi	Georgia	Ukraine
YE	2	YE216	BUS	IEV	2017-07-11	2017-10-24	Batumi	Batumi	Georgia	Ukraine
YE	36	YE216	BUS	IEV	2017-07-12	2017-09-30	Batumi	Batumi	Georgia	Ukraine
YE	6	YE216	BUS	IEV	2017-10-07	2017-10-28	Batumi	Batumi	Georgia	Ukraine
YE	7	YE216	BUS	IEV	2017-07-16	2017-09-24	Batumi	Batumi	Georgia	Ukraine
YE	25	YE213	ODS	TBS	2017-07-11	2017-09-26	Odessa	Odessa	Ukraine	Georgia
YE	25	YE214	TBS	ODS	2017-07-11	2017-09-26	Tbilisi	Tbilisi	Georgia	Ukraine
YE	47	YE213	ODS	TBS	2017-10-01	2017-10-26	Odessa	Odessa	Ukraine	Georgia
YE	4	YE214	TBS	ODS	2017-10-01	2017-10-26	Tbilisi	Tbilisi	Georgia	Ukraine
YE	36	YE219	ODS	BUS	2017-06-03	2017-09-30	Odessa	Odessa	Ukraine	Georgia
YE	36	YE220	BUS	ODS	2017-06-03	2017-09-30	Batumi	Batumi	Georgia	Ukraine
YE	2	YE333	IEV	TLV	2017-10-10	2017-10-10	Kiev	Kiev	Ukraine	Israel
YE	2	YE334	TLV	IEV	2017-10-10	2017-10-10	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	3	YE333	IEV	TLV	2017-07-12	2017-08-02	Kiev	Kiev	Ukraine	Israel
YE	3	YE334	TLV	IEV	2017-07-12	2017-08-02	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	3	YE333	IEV	TLV	2017-08-09	2017-10-25	Kiev	Kiev	Ukraine	Israel
YE	3	YE334	TLV	IEV	2017-08-09	2017-10-25	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	47	YE333	IEV	TLV	2017-08-06	2017-10-26	Kiev	Kiev	Ukraine	Israel
YE	4	YE334	TLV	IEV	2017-08-10	2017-10-26	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	5	YE333	IEV	TLV	2017-10-06	2017-10-06	Kiev	Kiev	Ukraine	Israel
YE	5	YE334	TLV	IEV	2017-10-06	2017-10-06	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	7	YE334	TLV	IEV	2017-08-06	2017-09-10	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	7	YE334	TLV	IEV	2017-09-17	2017-09-24	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	7	YE334	TLV	IEV	2017-10-01	2017-10-22	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	47	YE335	ODS	TLV	2017-08-06	2017-10-26	Odessa	Odessa	Ukraine	Israel
YE	4	YE336	TLV	ODS	2017-08-10	2017-08-31	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	4	YE336	TLV	ODS	2017-09-07	2017-10-23	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	7	YE336	TLV	ODS	2017-08-06	2017-09-10	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	7	YE336	TLV	ODS	2017-09-17	2017-09-24	Tel-aviv	Tel-aviv	Israel	Ukraine
YE	7	YE336	TLV	ODS	2017-10-01	2017-10-22	Tel-aviv	Tel-aviv	Israel	Ukraine
